,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
20,20,3D0LPO3EBFAXOI7S1DSK64PEKJROYL,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,33FOTY3KERW1B7WFPMHLM1G9ZW3C1R,A2G4SX2VMF4YLJ,Submitted,Fri Apr 17 13:34:35 PDT 2020,Fri Apr 17 13:34:53 PDT 2020,Mon Apr 20 13:34:53 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-21_20-25-51.jpg,[],576,720,x,
21,21,30ZKOOGW30HBW82OF5GTRMUZOHEA1A,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3WR9XG3T68MCRPY2LNSC4DVYA5M473,A2YBRWIUM45CAJ,Submitted,Fri Apr 17 13:27:51 PDT 2020,Fri Apr 17 13:28:08 PDT 2020,Mon Apr 20 13:28:08 PDT 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-22_01-25-51.jpg,[],576,720,x,
22,22,3MJ9GGZYP7HILTKKY9G7W544GNSA2R,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3M68NM076MI0OVMVDPJX6S6C78LR69,A93HHQ9DI0201,Submitted,Fri Apr 17 13:29:25 PDT 2020,Fri Apr 17 13:30:04 PDT 2020,Mon Apr 20 13:30:04 PDT 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-23_02-25-51.jpg,[],576,720,x,
23,23,3PCPFX4U541U933DB0S06ODYT9JFQN,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3R8YZBNQ9MTJGUL0JKZP7GW36X8Q7B,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:32:28 PDT 2020,Fri Apr 17 15:08:32 PDT 2020,Mon Apr 20 15:08:32 PDT 2020,,,,2164,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-23_12-25-51.jpg,"[{""height"":21,""label"":""Car"",""left"":491,""top"":65,""width"":21}]",576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
24,24,3RIHDBQ1OI9N2KWREX9JS056ZNZMH5,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3QFUFYSY93QP6ID836QOS58F8T54F7,AIP7PSW2429JL,Submitted,Fri Apr 17 13:28:21 PDT 2020,Fri Apr 17 13:28:34 PDT 2020,Mon Apr 20 13:28:34 PDT 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-23_22-25-51.jpg,[],576,720,x,
25,25,311HQEI8SWRQ82PYGDD19PCL0OL7Z5,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3Z7VU45IP3SEJ07PH01TXZHU8EOZ1C,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:29:48 PDT 2020,Fri Apr 17 13:29:56 PDT 2020,Mon Apr 20 13:29:56 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-24_09-25-51.jpg,[],576,720,x,
26,26,3VIVIU06GONNYF7BKFR4SC6LZ0EMIY,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,33F859I56BOT5DPNDBOB34QYY0ZHBO,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:45 PDT 2020,Fri Apr 17 13:39:25 PDT 2020,Mon Apr 20 13:39:25 PDT 2020,,,,340,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-24_13-25-51.jpg,"[{""height"":39,""label"":""Car"",""left"":61,""top"":182,""width"":78}]",576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
27,27,3VLL1PIEOUZXT8HXXZU3KBYGQDVOZC,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,326O153BMN9A00W5167BDRHL95JEDC,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:36 PDT 2020,Fri Apr 17 13:37:26 PDT 2020,Mon Apr 20 13:37:26 PDT 2020,,,,230,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-24_16-01-51.jpg,[],576,720,x,
28,28,3SA4EMRVKZDICNN885UQ3C0KIB8P02,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3ITXP059P1UOD51FCXDR56GDFGPJSW,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:39 PDT 2020,Fri Apr 17 13:46:46 PDT 2020,Mon Apr 20 13:46:46 PDT 2020,,,,727,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-24_18-25-51.jpg,"[{""height"":27,""label"":""Car"",""left"":536,""top"":128,""width"":36},{""height"":44,""label"":""Truck"",""left"":613,""top"":43,""width"":53}]",576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
29,29,3EKZL9T8ZCXATYK018F5P40U59VHCI,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3R2PKQ87N1JPKZ44AIW5HW27ACHIM6,A1FNXSAI2PJ024,Submitted,Fri Apr 17 13:27:40 PDT 2020,Fri Apr 17 13:27:51 PDT 2020,Mon Apr 20 13:27:51 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163301_r0_w0_2020-02-24_23-25-51.jpg,[],576,720,x,
30,30,36818Z1KW7O76BG329UCFF9WM1SA32,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,340UGXU9D3CDJDTDIRMANV9VV0LVUD,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:33:15 PDT 2020,Fri Apr 17 15:09:22 PDT 2020,Mon Apr 20 15:09:22 PDT 2020,,,,2167,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-21_20-34-09.jpg,"[{""height"":20,""label"":""Car"",""left"":422,""top"":129,""width"":22}]",576,720,x,
31,31,33CLA8O0NMMUL4IDOFH0BEN3PVLFRO,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3P4RDNWNDAHZJRYJ7LJD14AQ6INJI4,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:28 PDT 2020,Fri Apr 17 13:36:43 PDT 2020,Mon Apr 20 13:36:43 PDT 2020,,,,195,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-22_01-34-09.jpg,[],576,720,x,
32,32,335HHSX8DHGKYQQE14AG9AICQ97HDI,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3X0H8UUIT6ZAJP1EJWW6UWALHCXWS3,AJ5FIYV8LK6XP,Submitted,Fri Apr 17 13:31:55 PDT 2020,Fri Apr 17 13:32:32 PDT 2020,Mon Apr 20 13:32:32 PDT 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-23_02-22-09.jpg,[],576,720,x,
33,33,3VW0145YM2NJTQRH2XC44DLLCF3MJA,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3E337GFOLEJH6QJ9WVB29ZER0PZNGJ,A1FNXSAI2PJ024,Submitted,Fri Apr 17 13:27:13 PDT 2020,Fri Apr 17 13:27:40 PDT 2020,Mon Apr 20 13:27:40 PDT 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-23_12-34-09.jpg,[],576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
34,34,3I7KR83SOEOZXQE5V98B06FER5WK98,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3GS6S824SV8D3C99B0FKV20FUDPWNR,AIP7PSW2429JL,Submitted,Fri Apr 17 13:30:18 PDT 2020,Fri Apr 17 13:30:24 PDT 2020,Mon Apr 20 13:30:24 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-23_22-34-09.jpg,[],576,720,x,
35,35,3P7RGTLO7IOD29OANFMBW1QYXNEKAN,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,30ZX6P7VFD6V86KHIIYLEO39HMQJ2T,AIP7PSW2429JL,Submitted,Fri Apr 17 13:31:18 PDT 2020,Fri Apr 17 13:31:45 PDT 2020,Mon Apr 20 13:31:45 PDT 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-24_09-34-09.jpg,"[{""height"":10,""label"":""Car"",""left"":336,""top"":77,""width"":14},{""height"":8,""label"":""Car"",""left"":417,""top"":65,""width"":9}]",576,720,x,
36,36,3L55D8AUGE8WFTAPB8JTB4VXV58CYC,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3OVR4I9USUUMX73HHM1I44CTFVE4Q1,ACJ33ZICZI18Q,Submitted,Fri Apr 17 13:29:37 PDT 2020,Fri Apr 17 13:29:47 PDT 2020,Mon Apr 20 13:29:47 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-24_13-34-09.jpg,[],576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
37,37,3RWO3EJEMLKIJC8Q4OYQHHJUN3EP15,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3WOKGM4L76R2D780J8MC3WRGJIFO0W,A17QLTKXOMAPP,Submitted,Fri Apr 17 13:29:03 PDT 2020,Fri Apr 17 13:29:45 PDT 2020,Mon Apr 20 13:29:45 PDT 2020,,,,42,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-24_16-10-09.jpg,"[{""height"":17,""label"":""Car"",""left"":409,""top"":80,""width"":21}]",576,720,x,
38,38,386T3MLZMR6X6VORMOSFHQ5UT18801,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3NPFYT4IZHFMIKXDY1YB715P23AGXX,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:16 PDT 2020,Fri Apr 17 13:34:41 PDT 2020,Mon Apr 20 13:34:41 PDT 2020,,,,85,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-24_18-34-09.jpg,"[{""height"":19,""label"":""Car"",""left"":431,""top"":165,""width"":26}]",576,720,x,
39,39,3PEG1BH7BI2ILJT2TTM7RCA4F5ZKBI,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,36AHBNMV1WN865DW17J5KU91RHODYQ,AIP7PSW2429JL,Submitted,Fri Apr 17 13:32:13 PDT 2020,Fri Apr 17 13:32:16 PDT 2020,Mon Apr 20 13:32:16 PDT 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0163400_r0_w0_2020-02-24_23-34-09.jpg,[],576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
40,40,33Q5P9PUTTXWKJKU7ULCPB4Z1ZCCZ3,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3OLQQLKKNX0N3MWXB2TMGPCYEPGEJQ,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:39 PDT 2020,Fri Apr 17 13:46:55 PDT 2020,Mon Apr 20 13:46:55 PDT 2020,,,,736,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-21_20-34-19.jpg,[],576,720,x,
41,41,3LEG2HW4VJYDHK1S9P2ZA6FVD352FW,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3DY4FPOOA6ZL3L1WEXR5IKMBO1DRV1,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:38 PDT 2020,Fri Apr 17 13:38:13 PDT 2020,Mon Apr 20 13:38:13 PDT 2020,,,,275,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-23_02-22-19.jpg,[],576,720,x,
42,42,3DGDV62G8SKP8XQMNSY4M0TZF9SP2M,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3NS0A6KXC9JBNFXSZJMW4ML0A37ZGC,AJ5FIYV8LK6XP,Submitted,Fri Apr 17 13:31:13 PDT 2020,Fri Apr 17 13:31:50 PDT 2020,Mon Apr 20 13:31:50 PDT 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-23_12-34-19.jpg,[],576,720,x,
43,43,3HXK2V1N5OQJVKXNK98HSRF7EI52GV,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:16 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:16 PDT 2020,,,3M23Y66PO7ICPAM8SEJ2W2B8TA5S6Z,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:36 PDT 2020,Fri Apr 17 13:45:44 PDT 2020,Mon Apr 20 13:45:44 PDT 2020,,,,668,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-24_13-34-19.jpg,[],576,720,x,
44,44,3XUSYT70JXC9NQKI3W3V3IJV4S5D0C,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,386CSBG1O4X0CU7V0AUX12W7BMK6QO,A2JO52BHJMCRD8,Submitted,Fri Apr 17 13:34:26 PDT 2020,Fri Apr 17 13:34:56 PDT 2020,Mon Apr 20 13:34:56 PDT 2020,,,,30,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-24_16-10-19.jpg,[],576,720,x,
45,45,391JB9X402JE4AXZKICG5SLYR43MK9,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:17 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:17 PDT 2020,,,3MRNMEIQWAHO666XISUFQM75I2KDLY,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:30:50 PDT 2020,Fri Apr 17 13:31:14 PDT 2020,Mon Apr 20 13:31:14 PDT 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0360400_r0_w0_2020-02-24_18-34-19.jpg,"[{""height"":32,""label"":""Car"",""left"":590,""top"":95,""width"":42},{""height"":30,""label"":""Truck"",""left"":578,""top"":33,""width"":26}]",576,720,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
