image_url,annotation,Category
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r7_w0_2020-03-21_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r7_w0_2020-03-21_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r7_w0_2020-03-21_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r7_w0_2020-03-21_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r7_w0_2020-03-21_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-08_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-08_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-08_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-08_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-08_19-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-06_01-55-45.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:52,label:'Trailer',left:142,top:67,width:47},{height:8,label:'Car',left:116,top:36,width:9}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-06_01-55-45.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:52,label:'Trailer',left:142,top:67,width:47},{height:8,label:'Car',left:116,top:36,width:9}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-06_01-55-45.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:52,label:'Trailer',left:142,top:67,width:47},{height:8,label:'Car',left:116,top:36,width:9}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-06_01-55-45.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:52,label:'Trailer',left:142,top:67,width:47},{height:8,label:'Car',left:116,top:36,width:9}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-06_01-55-45.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:52,label:'Trailer',left:142,top:67,width:47},{height:8,label:'Car',left:116,top:36,width:9}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r3_w4_2020-04-15_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:98,label:'Car',left:304,top:316,width:102}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r3_w4_2020-04-15_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:98,label:'Car',left:304,top:316,width:102}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r3_w4_2020-04-15_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:98,label:'Car',left:304,top:316,width:102}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r3_w4_2020-04-15_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:98,label:'Car',left:304,top:316,width:102}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r3_w4_2020-04-15_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:98,label:'Car',left:304,top:316,width:102}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_07-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r5_w4_2020-03-31_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r5_w4_2020-03-31_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r5_w4_2020-03-31_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r5_w4_2020-03-31_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r5_w4_2020-03-31_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-23_17-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:107,label:'Car',left:478,top:357,width:164}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-23_17-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:107,label:'Car',left:478,top:357,width:164}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-23_17-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:107,label:'Car',left:478,top:357,width:164}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-23_17-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:107,label:'Car',left:478,top:357,width:164}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-23_17-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:107,label:'Car',left:478,top:357,width:164}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_13-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:14,label:'Car',left:174,top:116,width:16}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_13-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:14,label:'Car',left:174,top:116,width:16}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_13-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:14,label:'Car',left:174,top:116,width:16}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_13-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:14,label:'Car',left:174,top:116,width:16}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_13-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:14,label:'Car',left:174,top:116,width:16}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_01-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_01-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_01-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_01-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_01-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-04_19-54-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r7_w0_2020-02-24_03-30-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r7_w0_2020-02-24_03-30-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r7_w0_2020-02-24_03-30-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r7_w0_2020-02-24_03-30-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r7_w0_2020-02-24_03-30-08.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: []},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_07-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:119,label:'Heavy Equipment',left:225,top:127,width:100},{height:22,label:'Car',left:363,top:130,width:29},{height:12,label:'Car',left:431,top:82,width:17},{height:18,label:'Truck',left:467,top:64,width:18}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_07-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:119,label:'Heavy Equipment',left:225,top:127,width:100},{height:22,label:'Car',left:363,top:130,width:29},{height:12,label:'Car',left:431,top:82,width:17},{height:18,label:'Truck',left:467,top:64,width:18}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_07-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:119,label:'Heavy Equipment',left:225,top:127,width:100},{height:22,label:'Car',left:363,top:130,width:29},{height:12,label:'Car',left:431,top:82,width:17},{height:18,label:'Truck',left:467,top:64,width:18}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_07-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:119,label:'Heavy Equipment',left:225,top:127,width:100},{height:22,label:'Car',left:363,top:130,width:29},{height:12,label:'Car',left:431,top:82,width:17},{height:18,label:'Truck',left:467,top:64,width:18}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-09_07-58-01.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:119,label:'Heavy Equipment',left:225,top:127,width:100},{height:22,label:'Car',left:363,top:130,width:29},{height:12,label:'Car',left:431,top:82,width:17},{height:18,label:'Truck',left:467,top:64,width:18}]},}",1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-24_08-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:13,label:'Car',left:84,top:58,width:15},{height:14,label:'Motorbike',left:69,top:48,width:12}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-24_08-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:13,label:'Car',left:84,top:58,width:15},{height:14,label:'Motorbike',left:69,top:48,width:12}]},}",-1.0
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-02-24_08-23-26.jpg,"{'boundingBox': {labels: ['Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Tractor', 'Pedestrian'], value: [{height:13,label:'Car',left:84,top:58,width:15},{height:14,label:'Motorbike',left:69,top:48,width:12}]},}",-1.0
