image_url,image_annotation
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-02_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-02_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w0_2020-04-14_19-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-29_07-55-09.jpg,"[{""height"":39,""label"":""Car"",""left"":1017,""top"":110,""width"":31}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w0_2020-04-15_01-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-29_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-03_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-20_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-06_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-29_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-07_19-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-20_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-05-07_07-57-45.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w0_2020-04-29_01-59-27.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-06_13-55-59.jpg,"[{""height"":108,""label"":""Car"",""left"":1,""top"":326,""width"":119}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-09_07-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-30_01-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-21_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-05-07_13-57-45.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-30_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-08_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w0_2020-04-29_07-49-27.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-16_07-53-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w4_2020-03-13_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-30_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-21_07-55-59.jpg,"[{""height"":19,""label"":""Car"",""left"":508,""top"":17,""width"":31}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w1_2020-03-18_19-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-09_07-55-59.jpg,"[{""height"":155,""label"":""Van"",""left"":410,""top"":140,""width"":91}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-29_13-59-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-02-21_20-34-14.jpg,"[{""height"":37,""label"":""Car"",""left"":290,""top"":156,""width"":38}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-21_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-29_19-59-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w1_2020-04-12_07-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-30_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-21_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-13_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-04-30_00-19-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-02-22_01-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-31_01-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w0_2020-05-03_07-59-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w1_2020-04-12_13-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-22_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-22_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w1_2020-03-18_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r3_w1_2020-04-13_03-32-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-14_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-31_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r7_w0_2020-03-22_01-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-22_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w1_2020-04-03_19-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-14_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353702_r7_w0_2020-04-16_01-57-49.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-03-31_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w0_2020-04-20_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-22_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-23_12-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w1_2020-04-14_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-01_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-24_13-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-23_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-02_01-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w1_2020-04-28_19-59-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-24_16-09-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-23_07-55-59.jpg,"[{""height"":15,""label"":""Car"",""left"":406,""top"":12,""width"":25}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-02-21_13-03-40.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-23_13-55-59.jpg,"[{""height"":59,""label"":""Car"",""left"":440,""top"":176,""width"":63}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r2_w1_2020-05-03_01-59-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-02_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-24_18-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-23_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-03-19_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-24_23-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-24_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-04_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_04-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-03-19_07-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-24_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-04_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-02-21_15-33-40.jpg,"[{""height"":323,""label"":""Truck"",""left"":255,""top"":148,""width"":250}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-02-23_07-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-02-22_11-33-40.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-03-19_19-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-02-24_09-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-24_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_08-14-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-04_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-01_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_08-49-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-24_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-03-20_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-02_13-58-03.jpg,"[{""height"":139,""label"":""Pedestrian"",""left"":524,""top"":163,""width"":141}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-03-21_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-05_13-53-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-03_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-02_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-25_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-05_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_09-19-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-03_07-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-06_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-05_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-07_07-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-25_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-03_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-07_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_09-34-14.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-05_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-02_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-08_01-58-01.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-09_07-53-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-06_01-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_11-38-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-05_01-55-59.jpg,"[{""height"":61,""label"":""Car"",""left"":270,""top"":142,""width"":65}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-25_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-26_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-05_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-11_01-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-06_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_16-18-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-26_13-55-59.jpg,"[{""height"":39,""label"":""Car"",""left"":354,""top"":69,""width"":42}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-05_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-12_07-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-07_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-06_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-25_17-43-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-26_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-12_19-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-12_13-58-03.jpg,"[{""height"":24,""label"":""Truck"",""left"":208,""top"":33,""width"":33},{""height"":62,""label"":""Pedestrian"",""left"":398,""top"":49,""width"":67}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-26_08-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-13_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-27_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-10_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-12_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-07_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-27_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-08_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-14_19-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-26_11-53-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-15_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-27_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-13_01-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-08_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-29_01-59-37.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-26_15-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-10_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-08_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-27_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-16_13-53-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-11_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w0_2020-04-29_07-49-37.jpg,"[{""height"":21,""label"":""Car"",""left"":576,""top"":67,""width"":24}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-28_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-16_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-09_01-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-03-19_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-26_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-17_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-04-01_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-09_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-28_07-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-27_01-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-18_01-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-09_19-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-27_07-58-03.jpg,"[{""height"":29,""label"":""Car"",""left"":257,""top"":116,""width"":30}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w1_2020-03-18_19-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-18_07-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-28_13-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w1_2020-04-12_07-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-03-25_01-55-30.jpg,"[{""height"":84,""label"":""Car"",""left"":140,""top"":77,""width"":87}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w1_2020-04-12_13-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-04-07_01-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-10_01-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r3_w1_2020-04-13_03-33-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-04-01_07-55-30.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-27_13-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w1_2020-04-07_19-55-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-04-02_13-55-30.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r7_w0_2020-03-22_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w2_2020-04-13_03-30-59.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-10_07-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-27_19-58-03.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353802_r0_w0_2020-04-10_13-55-09.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r1_w0_2020-04-03_01-55-30.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r0_w0_2020-03-28_19-55-59.jpg,"[{""height"":35,""label"":""Car"",""left"":479,""top"":112,""width"":47}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w4_2020-03-01_13-55-59.jpg,"[{""height"":73,""label"":""Car"",""left"":247,""top"":137,""width"":87},{""height"":41,""label"":""Car"",""left"":364,""top"":56,""width"":40},{""height"":53,""label"":""Truck"",""left"":485,""top"":12,""width"":55}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353701_r7_w0_2020-04-16_01-58-00.jpg,[]
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353801_r0_w0_2020-02-28_07-58-03.jpg,"[{""height"":53,""label"":""Truck"",""left"":162,""top"":65,""width"":85}]"
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0353602_r3_w4_2020-03-04_19-55-59.jpg,[]
